logradouro,complemento,bairro,cidade,estado,cep,longitude,latitude
Rua Centro Novo,,Planalto,Natal,RN,59073-817,-35.268057,-5.8501415
Rua Centro da Lagoa,,Lagoa Azul,Natal,RN,59129-840,-35.2577595,-5.7376987
Rua Cerejeira,,Potengi,Natal,RN,59120-300,-35.2432793,-5.7593021
Rua Cerro Azul,,Potengi,Natal,RN,59124-460,-35.24261,-5.7492915
Rua Cesimar Borges,,Candelária,Natal,RN,59064-300,-35.2239788,-5.8301667
Rua Chapada do Apodi,,Potengi,Natal,RN,59129-060,-35.2555199,-5.7451272
Rua Chapada do Araripe,,Potengi,Natal,RN,59129-050,-35.2552391,-5.7460742
Rua Chapada do Norte,,Neópolis,Natal,RN,59084-360,-35.2023828,-5.8703521
Rua Chapada dos Parecis,,Potengi,Natal,RN,59129-040,-35.2567071,-5.7456947
Rua Chapecó,,Potengi,Natal,RN,59112-390,-35.2599048,-5.7519574
Travessa Chico Mendes,,Nossa Senhora da Apresentação,Natal,RN,59114-213,-35.2791207,-5.7443706
Rua Chico Santeiro,,Lagoa Azul,Natal,RN,59138-530,-35.2579513,-5.7322851
Rua Chico Serra,,Pajuçara,Natal,RN,59133-112,-35.2308831,-5.738865
Rua Chile,,Ribeira,Natal,RN,59012-250,-35.2059605,-5.7760029
Rua Ciclo do Couro,,Lagoa Azul,Natal,RN,59139-020,-35.2643658,-5.7298111
Rua Cidade Jardim,,Guarapes,Natal,RN,59074-825,-35.2710242,-5.8452089
Avenida Cidade Praia,,Lagoa Azul,Natal,RN,59129-470,-35.2665907,-5.7420701
Rua Cidade do Sol,,Pitimbu,Natal,RN,59067-720,-35.2222657,-5.8707833
Rua Cinco de Julho,,Nossa Senhora da Apresentação,Natal,RN,59114-359,-35.2847003,-5.739314
Rua Cineasta Glauber Rocha,,Lagoa Nova,Natal,RN,59054-670,-35.2139124,-5.8146951
Rua Cinelândia,,Redinha,Natal,RN,59122-672,-35.2243463,-5.7560065
Rua Ciprestes,,Pitimbu,Natal,RN,59067-560,-35.2293286,-5.8684619
Rua Cirilo Moreira,,Nossa Senhora de Nazaré,Natal,RN,59062-130,-35.2378985,-5.8172058
Travessa Cirilo Moreira,,Nossa Senhora de Nazaré,Natal,RN,59062-135,-35.2382346,-5.8161669
Rua Ciro Monteiro,,Tirol,Natal,RN,59020-340,-35.202792,-5.7994063
Rua Clara Camarão,,Candelária,Natal,RN,59065-030,-35.2181661,-5.8435056
Rua Clara Nunes,,Pajuçara,Natal,RN,59132-700,-35.2392791,-5.7347243
Rua Clara de Castro,,Candelária,Natal,RN,59065-230,-35.2162571,-5.8379789
Rua Claudionor Figueiredo,,Nova Descoberta,Natal,RN,59075-260,-35.2021299,-5.826175
1ª Travessa Claudionor de Andrade,,Nova Descoberta,Natal,RN,59075-351,-35.1978276,-5.8256953
2ª Travessa Claudionor de Andrade,,Nova Descoberta,Natal,RN,59075-353,-35.1978276,-5.8256953
3ª Travessa Claudionor de Andrade,,Nova Descoberta,Natal,RN,59075-354,-35.1978276,-5.8256953
4ª Travessa Claudionor de Andrade,,Nova Descoberta,Natal,RN,59075-356,-35.1978276,-5.8256953
Rua Claudionor de Andrade,,Nova Descoberta,Natal,RN,59075-350,-35.1978242,-5.8262189
Rua Clementina de Jesus,,Pajuçara,Natal,RN,59132-760,-35.2404124,-5.7365017
Rua Clementino Faria,,Nova Descoberta,Natal,RN,59056-485,-35.1993893,-5.8204005
Rua Clidenor Ferreira da Costa,,Tirol,Natal,RN,59020-230,-35.2024144,-5.7936366
Rua Clodoaldo Caldas,,Planalto,Natal,RN,59073-165,-35.2528244,-5.8611192
Rua Cláudio Gomes Teixeira,,Ponta Negra,Natal,RN,59090-150,-35.1759296,-5.876838
Rua Cláudio José,,Nossa Senhora da Apresentação,Natal,RN,59114-157,-35.2706087,-5.7523115
Rua Cláudio Machado,,Petrópolis,Natal,RN,59012-310,-35.1976304,-5.7830244
Rua Coaraci,,Potengi,Natal,RN,59124-610,-35.2492891,-5.7413162
Rua Coco-de-Zambé,,Lagoa Azul,Natal,RN,59138-640,-35.258709,-5.7312883
Rua Coemaçu,,Quintas,Natal,RN,59035-060,-35.2350089,-5.8001214
Rua Colibri,,Guarapes,Natal,RN,59074-880,-35.2590122,-5.8400737
Rua Colinas do Pajuçara,,Pajuçara,Natal,RN,59123-445,-35.2453785,-5.7410867
Alameda Colombiana,,Candelária,Natal,RN,59064-760,-35.2127695,-5.8445515
Rua Colorado,,Potengi,Natal,RN,59124-230,-35.2493092,-5.7430656
Rua Comandante Balduíno,,Nossa Senhora da Apresentação,Natal,RN,59114-664,-35.2784809,-5.7315965
Rua Comandante Costa,,Nossa Senhora da Apresentação,Natal,RN,59114-183,-35.279008,-5.7375132
Rua Comandante Monteiro Chaves,,Pitimbu,Natal,RN,59066-380,-35.2228969,-5.865973
Rua Compositor Heronides de França,,Nossa Senhora da Apresentação,Natal,RN,59115-120,-35.2807778,-5.7590635
Rua Compositor José Luiz,,Quintas,Natal,RN,59035-010,-35.2371322,-5.7995334
Avenida Comunidade em Ação,,Pajuçara,Natal,RN,59131-515,-35.2354248,-5.7389784
Rua Conceição,,Cidade da Esperança,Natal,RN,59070-230,-35.2360891,-5.8220021
Rua Conceição de Macabu,,Potengi,Natal,RN,59110-050,-35.2540527,-5.7578496
Rua Concórdia,,Potengi,Natal,RN,59112-550,-35.2598801,-5.7505606
Rua Concórdia,,Planalto,Natal,RN,59073-219,-35.2513278,-5.8469608
Rua Condado,,Cidade da Esperança,Natal,RN,59071-290,-35.2393839,-5.8219206
Rua Congonhas,,Neópolis,Natal,RN,59084-400,-35.2016246,-5.8708388
Rua Conquista,,Neópolis,Natal,RN,59084-470,-35.2025449,-5.8713731
Rua Conselheiro Brito Guerra,,Tirol,Natal,RN,59015-040,-35.1989172,-5.7989744
Rua Conselheiro Lafaiete,,Neópolis,Natal,RN,59084-250,-35.2031203,-5.8682185
Rua Conselheiro Tarquino,,Alecrim,Natal,RN,59037-550,-35.2198069,-5.7993596
Rua Conselheiro Tristão,,Redinha,Natal,RN,59122-230,-35.2129791,-5.7454402
Rua Consolação,,Nossa Senhora da Apresentação,Natal,RN,59115-040,-35.2806952,-5.7570689
Rua Construtor Severino Bezerra,,Redinha,Natal,RN,59122-015,-35.2297393,-5.7556022
Rua Copacabana,,Cidade Nova,Natal,RN,59072-650,-35.2414264,-5.839743
Travessa Copacabana,,Alecrim,Natal,RN,59032-370,-35.215909,-5.8080805
2ª Travessa Coqueiral,,Quintas,Natal,RN,59050-162,-35.231439,-5.8048023
Rua Coqueiral,,Neópolis,Natal,RN,59088-260,-35.2041555,-5.8726373
Travessa Coqueiral,,Quintas,Natal,RN,59050-160,-35.231439,-5.8048023
Rua Coração de Jesus,,Felipe Camarão,Natal,RN,59072-190,-35.2482924,-5.8272288
Rua Coração de Maria,,Nossa Senhora da Apresentação,Natal,RN,59114-237,-35.2736697,-5.7430142
Rua Coronel Ajax de Ribamar Dantas,,Dix-Sept Rosado,Natal,RN,59052-210,-35.2323208,-5.8103847
Rua Coronel Auris Coelho,,Lagoa Nova,Natal,RN,59075-050,-35.2084713,-5.8240175
Rua Coronel Auris Coelho,,Nova Descoberta,Natal,RN,59075-400,-35.2020226,-5.8261916
Rua Coronel Avelino Freire,,Ribeira,Natal,RN,59012-130,-35.2024218,-5.7777569
Travessa Coronel Bonifácio,,Cidade Alta,Natal,RN,59025-560,-35.2096187,-5.7873255
Rua Coronel Borges,,Potengi,Natal,RN,59120-290,-35.244536,-5.7556401
Rua Coronel Cascudo,,Cidade Alta,Natal,RN,59025-260,-35.2078582,-5.7854417
Rua Coronel Coelho,,Bom Pastor,Natal,RN,59060-240,-35.2406511,-5.815995
Rua Coronel Coelho,,Nossa Senhora de Nazaré,Natal,RN,59062-137,-35.2378985,-5.8172058
Travessa Coronel Coelho,,Bom Pastor,Natal,RN,59060-241,-35.2406511,-5.815995
Rua Coronel Costa Pinheiro,,Tirol,Natal,RN,59015-050,-35.1983923,-5.7990832
Avenida Coronel Estevam,377,Alecrim,Natal,RN,59030-000,-35.218569,-5.7976352
Avenida Coronel Estevam,573,Alecrim,Natal,RN,59031-000,-35.218569,-5.7976352
Avenida Coronel Estevam,991,Alecrim,Natal,RN,59037-000,-35.218569,-5.7976352
Avenida Coronel Estevam,1681,Alecrim,Natal,RN,59035-000,-35.218569,-5.7976352
Avenida Coronel Estevam,2611,Dix-Sept Rosado,Natal,RN,59052-200,-35.2286191,-5.8071613
Avenida Coronel Estevam,3333,Nossa Senhora de Nazaré,Natal,RN,59062-200,-35.2312726,-5.8144273
Avenida Coronel Estevam,3593,Nossa Senhora de Nazaré,Natal,RN,59060-200,-35.2312726,-5.8144273
Travessa Coronel Estevam,,Dix-Sept Rosado,Natal,RN,59052-205,-35.2310622,-5.8109297
Rua Coronel Ezequiel,,Nossa Senhora da Apresentação,Natal,RN,59114-111,-35.2742887,-5.7325466
Rua Coronel Farias,,Nossa Senhora da Apresentação,Natal,RN,59114-188,-35.2780598,-5.7383605
Rua Coronel Flamínio,,Santos Reis,Natal,RN,59010-500,-35.20262,-5.76741
Rua Coronel Francisco Borges,,Tirol,Natal,RN,59020-270,-35.2002998,-5.796212
Rua Coronel Guerreiro,,Tirol,Natal,RN,59020-570,-35.203186,-5.8011879
Rua Coronel Inácio Vale,,Ponta Negra,Natal,RN,59090-040,-35.1802398,-5.8671368
Rua Coronel Joaquim Correia,,Candelária,Natal,RN,59064-410,-35.2214102,-5.8317886
Rua Coronel Joaquim Correia,,Lagoa Nova,Natal,RN,59064-366,-35.2214102,-5.8317886
Rua Coronel Joaquim Manoel,,Areia Preta,Natal,RN,59014-077,-35.1950448,-5.7846998
Rua Coronel Joaquim Manoel,,Petrópolis,Natal,RN,59012-330,-35.1962229,-5.7832693
Rua Coronel Joaquim Martiniano Neto,,Pitimbu,Natal,RN,59067-405,-35.2312633,-5.8734628
Rua Coronel José Bernardo,,Alecrim,Natal,RN,59030-280,-35.2093443,-5.791128
Rua Coronel José Bernardo,,Alecrim,Natal,RN,59040-280,-35.2093443,-5.791128
Rua Coronel José Bezerra,,Lagoa Seca,Natal,RN,59031-070,-35.2115642,-5.807403
Travessa Coronel José Bezerra,,Lagoa Seca,Natal,RN,59031-080,-35.2107821,-5.8054618
Rua Coronel José Bezerra de Andrade,,Capim Macio,Natal,RN,59082-353,-35.1886863,-5.8714004
Rua Coronel José Domingues,,Alecrim,Natal,RN,59032-380,-35.2168105,-5.8079493
Rua Coronel José Guimarães,,Lagoa Nova,Natal,RN,59054-795,-35.2134694,-5.8177949
Rua Coronel José Pinto,,Cidade Alta,Natal,RN,59025-020,-35.2031853,-5.7839479
Rua Coronel José Revoredo,,Potengi,Natal,RN,59120-280,-35.2439793,-5.7559505
Rua Coronel João Gomes,,Barro Vermelho,Natal,RN,59030-320,-35.2098937,-5.7942249
Travessa Coronel João Gomes,,Barro Vermelho,Natal,RN,59030-325,-35.2096652,-5.7939117
Rua Coronel João Medeiros,,Lagoa Nova,Natal,RN,59077-000,-35.2057939,-5.8379855
Rua Coronel Juventino Cabral,,Tirol,Natal,RN,59015-330,-35.1992751,-5.8141531
